set_id,error_type,eligible_notes,hard_count,hard_percentage,error_count,selected_errors,error_recall,precision,correct_sieve_rate,enrichment
ni_w5_q995,hand_error,1800,3,0.0016666666666666668,281,0,0.0,0.0,0.0019749835418038184,0.0
ni_w5_q995,within_hand_finger_error,1800,3,0.0016666666666666668,111,0,0.0,0.0,0.0017761989342806395,0.0
ni_w5_q990,exact_error,1800,10,0.005555555555555556,392,0,0.0,0.0,0.007102272727272727,0.0
ni_w5_q990,hand_error,1800,10,0.005555555555555556,281,0,0.0,0.0,0.0065832784726793945,0.0
ni_w5_q990,within_hand_finger_error,1800,10,0.005555555555555556,111,0,0.0,0.0,0.005920663114268798,0.0
ni_w5_q975,exact_error,1800,33,0.018333333333333333,392,5,0.012755102040816327,0.15151515151515152,0.019886363636363636,0.6957328385899815
ni_w5_q975,hand_error,1800,33,0.018333333333333333,281,0,0.0,0.0,0.021724818959842,0.0
ni_w5_q975,within_hand_finger_error,1800,33,0.018333333333333333,111,5,0.04504504504504504,0.15151515151515152,0.016577856719952634,2.457002457002457
ni_w9_q995,exact_error,1800,8,0.0044444444444444444,392,0,0.0,0.0,0.005681818181818182,0.0
ni_w9_q995,hand_error,1800,8,0.0044444444444444444,281,0,0.0,0.0,0.005266622778143515,0.0
ni_w9_q995,within_hand_finger_error,1800,8,0.0044444444444444444,111,0,0.0,0.0,0.004736530491415038,0.0
ni_w9_q990,exact_error,1800,23,0.012777777777777779,392,1,0.002551020408163265,0.043478260869565216,0.015625,0.19964507542147295
ni_w9_q990,hand_error,1800,23,0.012777777777777779,281,0,0.0,0.0,0.015141540487162607,0.0
ni_w9_q990,within_hand_finger_error,1800,23,0.012777777777777779,111,1,0.009009009009009009,0.043478260869565216,0.013025458851391355,0.7050528789659224
ni_w9_q975,exact_error,1800,43,0.02388888888888889,392,4,0.01020408163265306,0.09302325581395349,0.027698863636363636,0.42714760322733747
ni_w9_q975,hand_error,1800,43,0.02388888888888889,281,0,0.0,0.0,0.028308097432521395,0.0
ni_w9_q975,within_hand_finger_error,1800,43,0.02388888888888889,111,4,0.036036036036036036,0.09302325581395349,0.023090586145648313,1.5084852294154618
ni_w17_q995,exact_error,1800,17,0.009444444444444445,392,1,0.002551020408163265,0.058823529411764705,0.011363636363636364,0.27010804321728693
ni_w17_q995,hand_error,1800,17,0.009444444444444445,281,0,0.0,0.0,0.01119157340355497,0.0
ni_w17_q995,within_hand_finger_error,1800,17,0.009444444444444445,111,1,0.009009009009009009,0.058823529411764705,0.009473060982830076,0.9538950715421304
ni_w17_q990,exact_error,1800,19,0.010555555555555556,392,1,0.002551020408163265,0.05263157894736842,0.01278409090909091,0.24167561761546724
ni_w17_q990,hand_error,1800,19,0.010555555555555556,281,0,0.0,0.0,0.012508229098090849,0.0
ni_w17_q990,within_hand_finger_error,1800,19,0.010555555555555556,111,1,0.009009009009009009,0.05263157894736842,0.010657193605683837,0.8534850640113797
ni_w17_q975,exact_error,1800,30,0.016666666666666666,392,1,0.002551020408163265,0.03333333333333333,0.020596590909090908,0.15306122448979592
ni_w17_q975,hand_error,1800,30,0.016666666666666666,281,0,0.0,0.0,0.019749835418038184,0.0
ni_w17_q975,within_hand_finger_error,1800,30,0.016666666666666666,111,1,0.009009009009009009,0.03333333333333333,0.017169923031379514,0.5405405405405406
mandatory_missing__ni_k2_r1,exact_error,1800,71,0.03944444444444444,392,6,0.015306122448979591,0.08450704225352113,0.04616477272727273,0.38804254096004603
mandatory_missing__ni_k2_r1,hand_error,1800,71,0.03944444444444444,281,0,0.0,0.0,0.0467412771560237,0.0
mandatory_missing__ni_k2_r1,within_hand_finger_error,1800,71,0.03944444444444444,111,6,0.05405405405405406,0.08450704225352113,0.03848431024274719,1.3703844689760183
mandatory_missing__ni_k2_r2,exact_error,1800,128,0.07111111111111111,392,14,0.03571428571428571,0.109375,0.08096590909090909,0.5022321428571429
mandatory_missing__ni_k2_r2,hand_error,1800,128,0.07111111111111111,281,0,0.0,0.0,0.08426596445029624,0.0
mandatory_missing__ni_k2_r2,within_hand_finger_error,1800,128,0.07111111111111111,111,14,0.12612612612612611,0.109375,0.0674955595026643,1.7736486486486487
mandatory_missing__ni_k2_r4,exact_error,1800,224,0.12444444444444444,392,21,0.05357142857142857,0.09375,0.14417613636363635,0.43048469387755106
mandatory_missing__ni_k2_r4,hand_error,1800,224,0.12444444444444444,281,0,0.0,0.0,0.14746543778801843,0.0
mandatory_missing__ni_k2_r4,within_hand_finger_error,1800,224,0.12444444444444444,111,21,0.1891891891891892,0.09375,0.1201894612196566,1.5202702702702702
mandatory_missing__ni_k3_r1,exact_error,1800,17,0.009444444444444445,392,2,0.00510204081632653,0.11764705882352941,0.01065340909090909,0.5402160864345739
mandatory_missing__ni_k3_r1,hand_error,1800,17,0.009444444444444445,281,0,0.0,0.0,0.01119157340355497,0.0
mandatory_missing__ni_k3_r1,within_hand_finger_error,1800,17,0.009444444444444445,111,2,0.018018018018018018,0.11764705882352941,0.008880994671403197,1.9077901430842608
mandatory_missing__ni_k3_r2,exact_error,1800,33,0.018333333333333333,392,5,0.012755102040816327,0.15151515151515152,0.019886363636363636,0.6957328385899815
mandatory_missing__ni_k3_r2,hand_error,1800,33,0.018333333333333333,281,0,0.0,0.0,0.021724818959842,0.0
mandatory_missing__ni_k3_r2,within_hand_finger_error,1800,33,0.018333333333333333,111,5,0.04504504504504504,0.15151515151515152,0.016577856719952634,2.457002457002457
mandatory_missing__ni_k3_r4,exact_error,1800,64,0.035555555555555556,392,9,0.02295918367346939,0.140625,0.0390625,0.6457270408163266
mandatory_missing__ni_k3_r4,hand_error,1800,64,0.035555555555555556,281,0,0.0,0.0,0.04213298222514812,0.0
mandatory_missing__ni_k3_r4,within_hand_finger_error,1800,64,0.035555555555555556,111,9,0.08108108108108109,0.140625,0.03256364712847839,2.2804054054054053
mandatory_missing__ni_k5_r1,exact_error,1800,0,0.0,392,0,0.0,,0.0,
mandatory_missing__ni_k5_r1,hand_error,1800,0,0.0,281,0,0.0,,0.0,
mandatory_missing__ni_k5_r1,within_hand_finger_error,1800,0,0.0,111,0,0.0,,0.0,
mandatory_missing__ni_k5_r2,exact_error,1800,0,0.0,392,0,0.0,,0.0,
mandatory_missing__ni_k5_r2,hand_error,1800,0,0.0,281,0,0.0,,0.0,
mandatory_missing__ni_k5_r2,within_hand_finger_error,1800,0,0.0,111,0,0.0,,0.0,
mandatory_missing__ni_k5_r4,exact_error,1800,0,0.0,392,0,0.0,,0.0,
mandatory_missing__ni_k5_r4,hand_error,1800,0,0.0,281,0,0.0,,0.0,
mandatory_missing__ni_k5_r4,within_hand_finger_error,1800,0,0.0,111,0,0.0,,0.0,
legacy_current_default__ni_k2_r1,exact_error,1800,139,0.07722222222222222,392,29,0.07397959183673469,0.20863309352517986,0.078125,0.9580091029217443
legacy_current_default__ni_k2_r1,hand_error,1800,139,0.07722222222222222,281,0,0.0,0.0,0.09150757077024359,0.0
legacy_current_default__ni_k2_r1,within_hand_finger_error,1800,139,0.07722222222222222,111,29,0.26126126126126126,0.20863309352517986,0.06512729425695678,3.383239354462376
legacy_current_default__ni_k2_r2,exact_error,1800,180,0.1,392,33,0.08418367346938775,0.18333333333333332,0.10440340909090909,0.8418367346938775
legacy_current_default__ni_k2_r2,hand_error,1800,180,0.1,281,0,0.0,0.0,0.1184990125082291,0.0
legacy_current_default__ni_k2_r2,within_hand_finger_error,1800,180,0.1,111,33,0.2972972972972973,0.18333333333333332,0.08703374777975133,2.972972972972973
legacy_current_default__ni_k2_r4,exact_error,1800,270,0.15,392,37,0.09438775510204081,0.13703703703703704,0.16548295454545456,0.6292517006802721
legacy_current_default__ni_k2_r4,hand_error,1800,270,0.15,281,0,0.0,0.0,0.17774851876234365,0.0
legacy_current_default__ni_k2_r4,within_hand_finger_error,1800,270,0.15,111,37,0.3333333333333333,0.13703703703703704,0.137951450562463,2.2222222222222223
legacy_current_default__ni_k3_r1,exact_error,1800,90,0.05,392,26,0.0663265306122449,0.28888888888888886,0.045454545454545456,1.3265306122448979
legacy_current_default__ni_k3_r1,hand_error,1800,90,0.05,281,0,0.0,0.0,0.05924950625411455,0.0
legacy_current_default__ni_k3_r1,within_hand_finger_error,1800,90,0.05,111,26,0.23423423423423423,0.28888888888888886,0.037892243931320305,4.684684684684684
legacy_current_default__ni_k3_r2,exact_error,1800,90,0.05,392,26,0.0663265306122449,0.28888888888888886,0.045454545454545456,1.3265306122448979
legacy_current_default__ni_k3_r2,hand_error,1800,90,0.05,281,0,0.0,0.0,0.05924950625411455,0.0
legacy_current_default__ni_k3_r2,within_hand_finger_error,1800,90,0.05,111,26,0.23423423423423423,0.28888888888888886,0.037892243931320305,4.684684684684684
legacy_current_default__ni_k3_r4,exact_error,1800,116,0.06444444444444444,392,28,0.07142857142857142,0.2413793103448276,0.0625,1.1083743842364533
legacy_current_default__ni_k3_r4,hand_error,1800,116,0.06444444444444444,281,0,0.0,0.0,0.07636603028308098,0.0
legacy_current_default__ni_k3_r4,within_hand_finger_error,1800,116,0.06444444444444444,111,28,0.25225225225225223,0.2413793103448276,0.05210183540556542,3.91425908667288
legacy_current_default__ni_k5_r1,exact_error,1800,90,0.05,392,26,0.0663265306122449,0.28888888888888886,0.045454545454545456,1.3265306122448979
legacy_current_default__ni_k5_r1,hand_error,1800,90,0.05,281,0,0.0,0.0,0.05924950625411455,0.0
legacy_current_default__ni_k5_r1,within_hand_finger_error,1800,90,0.05,111,26,0.23423423423423423,0.28888888888888886,0.037892243931320305,4.684684684684684
legacy_current_default__ni_k5_r2,exact_error,1800,90,0.05,392,26,0.0663265306122449,0.28888888888888886,0.045454545454545456,1.3265306122448979
legacy_current_default__ni_k5_r2,hand_error,1800,90,0.05,281,0,0.0,0.0,0.05924950625411455,0.0
legacy_current_default__ni_k5_r2,within_hand_finger_error,1800,90,0.05,111,26,0.23423423423423423,0.28888888888888886,0.037892243931320305,4.684684684684684
legacy_current_default__ni_k5_r4,exact_error,1800,90,0.05,392,26,0.0663265306122449,0.28888888888888886,0.045454545454545456,1.3265306122448979
legacy_current_default__ni_k5_r4,hand_error,1800,90,0.05,281,0,0.0,0.0,0.05924950625411455,0.0
legacy_current_default__ni_k5_r4,within_hand_finger_error,1800,90,0.05,111,26,0.23423423423423423,0.28888888888888886,0.037892243931320305,4.684684684684684
bl_span_practical__ni_k2_r1,exact_error,1800,194,0.10777777777777778,392,18,0.04591836734693878,0.09278350515463918,0.125,0.4260467073427309
bl_span_practical__ni_k2_r1,hand_error,1800,194,0.10777777777777778,281,0,0.0,0.0,0.12771560236998025,0.0
bl_span_practical__ni_k2_r1,within_hand_finger_error,1800,194,0.10777777777777778,111,18,0.16216216216216217,0.09278350515463918,0.10420367081113084,1.5045973808860407
bl_span_practical__ni_k2_r2,exact_error,1800,243,0.135,392,24,0.061224489795918366,0.09876543209876543,0.15553977272727273,0.45351473922902497
bl_span_practical__ni_k2_r2,hand_error,1800,243,0.135,281,0,0.0,0.0,0.15997366688610928,0.0
bl_span_practical__ni_k2_r2,within_hand_finger_error,1800,243,0.135,111,24,0.21621621621621623,0.09876543209876543,0.12966252220248667,1.6016016016016015
bl_span_practical__ni_k2_r4,exact_error,1800,328,0.18222222222222223,392,30,0.07653061224489796,0.09146341463414634,0.21164772727272727,0.41998506719761075
bl_span_practical__ni_k2_r4,hand_error,1800,328,0.18222222222222223,281,0,0.0,0.0,0.21593153390388414,0.0
bl_span_practical__ni_k2_r4,within_hand_finger_error,1800,328,0.18222222222222223,111,30,0.2702702702702703,0.09146341463414634,0.17643576080521017,1.4831905075807514
bl_span_practical__ni_k3_r1,exact_error,1800,146,0.0811111111111111,392,14,0.03571428571428571,0.0958904109589041,0.09375,0.44031311154598823
bl_span_practical__ni_k3_r1,hand_error,1800,146,0.0811111111111111,281,0,0.0,0.0,0.09611586570111916,0.0
bl_span_practical__ni_k3_r1,within_hand_finger_error,1800,146,0.0811111111111111,111,14,0.12612612612612611,0.0958904109589041,0.07815275310834814,1.554979637171418
bl_span_practical__ni_k3_r2,exact_error,1800,161,0.08944444444444444,392,16,0.04081632653061224,0.09937888198757763,0.10298295454545454,0.4563316009633667
bl_span_practical__ni_k3_r2,hand_error,1800,161,0.08944444444444444,281,0,0.0,0.0,0.10599078341013825,0.0
bl_span_practical__ni_k3_r2,within_hand_finger_error,1800,161,0.08944444444444444,111,16,0.14414414414414414,0.09937888198757763,0.08584961515689757,1.611549437636394
bl_span_practical__ni_k3_r4,exact_error,1800,188,0.10444444444444445,392,20,0.05102040816326531,0.10638297872340426,0.11931818181818182,0.4884932696482849
bl_span_practical__ni_k3_r4,hand_error,1800,188,0.10444444444444445,281,0,0.0,0.0,0.12376563528637262,0.0
bl_span_practical__ni_k3_r4,within_hand_finger_error,1800,188,0.10444444444444445,111,20,0.18018018018018017,0.10638297872340426,0.0994671403197158,1.7251293847038527
bl_span_practical__ni_k5_r1,exact_error,1800,131,0.07277777777777777,392,13,0.03316326530612245,0.09923664122137404,0.08380681818181818,0.4556784545879421
bl_span_practical__ni_k5_r1,hand_error,1800,131,0.07277777777777777,281,0,0.0,0.0,0.08624094799210007,0.0
bl_span_practical__ni_k5_r1,within_hand_finger_error,1800,131,0.07277777777777777,111,13,0.11711711711711711,0.09923664122137404,0.06986382474837181,1.6092428306168765
bl_span_practical__ni_k5_r2,exact_error,1800,131,0.07277777777777777,392,13,0.03316326530612245,0.09923664122137404,0.08380681818181818,0.4556784545879421
bl_span_practical__ni_k5_r2,hand_error,1800,131,0.07277777777777777,281,0,0.0,0.0,0.08624094799210007,0.0
bl_span_practical__ni_k5_r2,within_hand_finger_error,1800,131,0.07277777777777777,111,13,0.11711711711711711,0.09923664122137404,0.06986382474837181,1.6092428306168765
bl_span_practical__ni_k5_r4,exact_error,1800,131,0.07277777777777777,392,13,0.03316326530612245,0.09923664122137404,0.08380681818181818,0.4556784545879421
bl_span_practical__ni_k5_r4,hand_error,1800,131,0.07277777777777777,281,0,0.0,0.0,0.08624094799210007,0.0
bl_span_practical__ni_k5_r4,within_hand_finger_error,1800,131,0.07277777777777777,111,13,0.11711711711711711,0.09923664122137404,0.06986382474837181,1.6092428306168765
bl_span_comfortable__ni_k2_r1,exact_error,1800,292,0.1622222222222222,392,26,0.0663265306122449,0.08904109589041095,0.18892045454545456,0.4088621750069891
bl_span_comfortable__ni_k2_r1,hand_error,1800,292,0.1622222222222222,281,0,0.0,0.0,0.19223173140223832,0.0
bl_span_comfortable__ni_k2_r1,within_hand_finger_error,1800,292,0.1622222222222222,111,26,0.23423423423423423,0.08904109589041095,0.15748963883955003,1.4439096630877453
bl_span_comfortable__ni_k2_r2,exact_error,1800,338,0.18777777777777777,392,32,0.08163265306122448,0.09467455621301775,0.21732954545454544,0.4347301050597754
bl_span_comfortable__ni_k2_r2,hand_error,1800,338,0.18777777777777777,281,0,0.0,0.0,0.22251481237656354,0.0
bl_span_comfortable__ni_k2_r2,within_hand_finger_error,1800,338,0.18777777777777777,111,32,0.2882882882882883,0.09467455621301775,0.1811722912966252,1.535263073724612
bl_span_comfortable__ni_k2_r4,exact_error,1800,415,0.23055555555555557,392,38,0.09693877551020408,0.09156626506024096,0.2677556818181818,0.42045733956233095
bl_span_comfortable__ni_k2_r4,hand_error,1800,415,0.23055555555555557,281,0,0.0,0.0,0.27320605661619485,0.0
bl_span_comfortable__ni_k2_r4,within_hand_finger_error,1800,415,0.23055555555555557,111,38,0.34234234234234234,0.09156626506024096,0.22320899940793368,1.4848583523282317
bl_span_comfortable__ni_k3_r1,exact_error,1800,247,0.13722222222222222,392,23,0.058673469387755105,0.0931174089068826,0.1590909090909091,0.4275799388581344
bl_span_comfortable__ni_k3_r1,hand_error,1800,247,0.13722222222222222,281,0,0.0,0.0,0.16260697827518103,0.0
bl_span_comfortable__ni_k3_r1,within_hand_finger_error,1800,247,0.13722222222222222,111,23,0.2072072072072072,0.0931174089068826,0.13262285375962107,1.5100120363278258
bl_span_comfortable__ni_k3_r2,exact_error,1800,261,0.145,392,25,0.06377551020408163,0.09578544061302682,0.16761363636363635,0.43983110485573546
bl_span_comfortable__ni_k3_r2,hand_error,1800,261,0.145,281,0,0.0,0.0,0.1718235681369322,0.0
bl_span_comfortable__ni_k3_r2,within_hand_finger_error,1800,261,0.145,111,25,0.22522522522522523,0.09578544061302682,0.13972764949674363,1.5532774153463809
bl_span_comfortable__ni_k3_r4,exact_error,1800,286,0.15888888888888889,392,29,0.07397959183673469,0.10139860139860139,0.1825284090909091,0.4656058227486799
bl_span_comfortable__ni_k3_r4,hand_error,1800,286,0.15888888888888889,281,0,0.0,0.0,0.18828176431863067,0.0
bl_span_comfortable__ni_k3_r4,within_hand_finger_error,1800,286,0.15888888888888889,111,29,0.26126126126126126,0.10139860139860139,0.1521610420367081,1.6443016443016443
bl_span_comfortable__ni_k5_r1,exact_error,1800,233,0.12944444444444445,392,22,0.05612244897959184,0.0944206008583691,0.14985795454545456,0.43356398353332753
bl_span_comfortable__ni_k5_r1,hand_error,1800,233,0.12944444444444445,281,0,0.0,0.0,0.1533903884134299,0.0
bl_span_comfortable__ni_k5_r1,within_hand_finger_error,1800,233,0.12944444444444445,111,22,0.1981981981981982,0.0944206008583691,0.12492599171107165,1.5311448787843638
bl_span_comfortable__ni_k5_r2,exact_error,1800,233,0.12944444444444445,392,22,0.05612244897959184,0.0944206008583691,0.14985795454545456,0.43356398353332753
bl_span_comfortable__ni_k5_r2,hand_error,1800,233,0.12944444444444445,281,0,0.0,0.0,0.1533903884134299,0.0
bl_span_comfortable__ni_k5_r2,within_hand_finger_error,1800,233,0.12944444444444445,111,22,0.1981981981981982,0.0944206008583691,0.12492599171107165,1.5311448787843638
bl_span_comfortable__ni_k5_r4,exact_error,1800,233,0.12944444444444445,392,22,0.05612244897959184,0.0944206008583691,0.14985795454545456,0.43356398353332753
bl_span_comfortable__ni_k5_r4,hand_error,1800,233,0.12944444444444445,281,0,0.0,0.0,0.1533903884134299,0.0
bl_span_comfortable__ni_k5_r4,within_hand_finger_error,1800,233,0.12944444444444445,111,22,0.1981981981981982,0.0944206008583691,0.12492599171107165,1.5311448787843638
bl_span_relative__ni_k2_r1,exact_error,1800,660,0.36666666666666664,392,63,0.16071428571428573,0.09545454545454546,0.4240056818181818,0.4383116883116884
bl_span_relative__ni_k2_r1,hand_error,1800,660,0.36666666666666664,281,2,0.0071174377224199285,0.0030303030303030303,0.43317972350230416,0.019411193788417987
bl_span_relative__ni_k2_r1,within_hand_finger_error,1800,660,0.36666666666666664,111,61,0.5495495495495496,0.09242424242424242,0.354647720544701,1.4987714987714986
bl_span_relative__ni_k2_r2,exact_error,1800,688,0.38222222222222224,392,67,0.17091836734693877,0.09738372093023256,0.44105113636363635,0.44717014712861897
bl_span_relative__ni_k2_r2,hand_error,1800,688,0.38222222222222224,281,2,0.0071174377224199285,0.0029069767441860465,0.45161290322580644,0.01862120334354051
bl_span_relative__ni_k2_r2,within_hand_finger_error,1800,688,0.38222222222222224,111,65,0.5855855855855856,0.09447674418604651,0.3688573120189461,1.5320553111250785
bl_span_relative__ni_k2_r4,exact_error,1800,745,0.41388888888888886,392,71,0.18112244897959184,0.0953020134228188,0.4786931818181818,0.4376112861251884
bl_span_relative__ni_k2_r4,hand_error,1800,745,0.41388888888888886,281,2,0.0071174377224199285,0.0026845637583892616,0.489137590520079,0.017196493825981034
bl_span_relative__ni_k2_r4,within_hand_finger_error,1800,745,0.41388888888888886,111,69,0.6216216216216216,0.09261744966442953,0.40023682652457077,1.5019045891529113
bl_span_relative__ni_k3_r1,exact_error,1800,631,0.35055555555555556,392,61,0.1556122448979592,0.09667194928684628,0.40482954545454547,0.44390180794980433
bl_span_relative__ni_k3_r1,hand_error,1800,631,0.35055555555555556,281,2,0.0071174377224199285,0.003169572107765452,0.4140882159315339,0.020303308875365883
bl_span_relative__ni_k3_r1,within_hand_finger_error,1800,631,0.35055555555555556,111,59,0.5315315315315315,0.09350237717908082,0.33866193013617524,1.5162547650661753
bl_span_relative__ni_k3_r2,exact_error,1800,637,0.35388888888888886,392,62,0.15816326530612246,0.09733124018838304,0.4083806818181818,0.44692916413033035
bl_span_relative__ni_k3_r2,hand_error,1800,637,0.35388888888888886,281,2,0.0071174377224199285,0.0031397174254317113,0.41803818301514156,0.020112068917356157
bl_span_relative__ni_k3_r2,within_hand_finger_error,1800,637,0.35388888888888886,111,60,0.5405405405405406,0.09419152276295134,0.34162226169330967,1.5274300988586704
bl_span_relative__ni_k3_r4,exact_error,1800,653,0.36277777777777775,392,65,0.16581632653061223,0.0995405819295559,0.41761363636363635,0.4570741006969404
bl_span_relative__ni_k3_r4,hand_error,1800,653,0.36277777777777775,281,2,0.0071174377224199285,0.0030627871362940277,0.42857142857142855,0.019619277029641457
bl_span_relative__ni_k3_r4,within_hand_finger_error,1800,653,0.36277777777777775,111,63,0.5675675675675675,0.09647779479326186,0.3493191237418591,1.5645047804312735
bl_span_relative__ni_k5_r1,exact_error,1800,624,0.3466666666666667,392,60,0.15306122448979592,0.09615384615384616,0.4005681818181818,0.4415227629513344
bl_span_relative__ni_k5_r1,hand_error,1800,624,0.3466666666666667,281,2,0.0071174377224199285,0.003205128205128205,0.40947992100065833,0.02053107035313441
bl_span_relative__ni_k5_r1,within_hand_finger_error,1800,624,0.3466666666666667,111,58,0.5225225225225225,0.09294871794871795,0.335109532267614,1.5072765072765073
bl_span_relative__ni_k5_r2,exact_error,1800,624,0.3466666666666667,392,60,0.15306122448979592,0.09615384615384616,0.4005681818181818,0.4415227629513344
bl_span_relative__ni_k5_r2,hand_error,1800,624,0.3466666666666667,281,2,0.0071174377224199285,0.003205128205128205,0.40947992100065833,0.02053107035313441
