set_id,recording_id,eligible_notes,hard_count,hard_percentage,error_count,selected_errors,error_recall,precision,correct_sieve_rate,enrichment
bl_span_practical__ni_k2_r2,2024-02-15_21-40-43,150,18,0.12,20,2,0.1,0.1111111111111111,0.12307692307692308,0.8333333333333333
bl_span_practical__ni_k2_r2,2024-02-15_21-57-38,150,33,0.22,47,3,0.06382978723404255,0.09090909090909091,0.2912621359223301,0.2901353965183752
bl_span_practical__ni_k2_r2,2024-02-17_21-44-37,150,22,0.14666666666666667,47,6,0.1276595744680851,0.2727272727272727,0.1553398058252427,0.8704061895551256
bl_span_practical__ni_k2_r2,2024-02-17_22-33-45,300,52,0.17333333333333334,82,4,0.04878048780487805,0.07692307692307693,0.22018348623853212,0.2814258911819888
bl_span_practical__ni_k2_r2,2024-02-22_11-58-09,150,7,0.04666666666666667,13,1,0.07692307692307693,0.14285714285714285,0.043795620437956206,1.6483516483516483
bl_span_practical__ni_k2_r2,2024-03-11_22-23-29,150,23,0.15333333333333332,21,4,0.19047619047619047,0.17391304347826086,0.14728682170542637,1.2422360248447204
bl_span_practical__ni_k2_r2,2024-04-08_22-49-18,150,8,0.05333333333333334,32,2,0.0625,0.25,0.05084745762711865,1.171875
bl_span_practical__ni_k2_r2,2024-09-02_14-10-41,150,9,0.06,25,0,0.0,0.0,0.072,0.0
bl_span_practical__ni_k2_r2,2024-09-04_19-52-57,150,7,0.04666666666666667,32,0,0.0,0.0,0.059322033898305086,0.0
bl_span_practical__ni_k2_r2,2024-09-05_13-25-10,150,37,0.24666666666666667,14,1,0.07142857142857142,0.02702702702702703,0.2647058823529412,0.28957528957528955
bl_span_practical__ni_k2_r4,2024-02-15_20-07-54,150,41,0.2733333333333333,59,5,0.0847457627118644,0.12195121951219512,0.3956043956043956,0.3100454733360893
bl_span_practical__ni_k2_r4,2024-02-15_21-40-43,150,23,0.15333333333333332,20,2,0.1,0.08695652173913043,0.16153846153846155,0.6521739130434783
bl_span_practical__ni_k2_r4,2024-02-15_21-57-38,150,55,0.36666666666666664,47,4,0.0851063829787234,0.07272727272727272,0.49514563106796117,0.23210831721470015
bl_span_practical__ni_k2_r4,2024-02-17_21-44-37,150,28,0.18666666666666668,47,6,0.1276595744680851,0.21428571428571427,0.21359223300970873,0.6838905775075987
bl_span_practical__ni_k2_r4,2024-02-17_22-33-45,300,75,0.25,82,5,0.06097560975609756,0.06666666666666667,0.3211009174311927,0.24390243902439027
bl_span_practical__ni_k2_r4,2024-02-22_11-58-09,150,11,0.07333333333333333,13,1,0.07692307692307693,0.09090909090909091,0.072992700729927,1.048951048951049
bl_span_practical__ni_k2_r4,2024-03-11_22-23-29,150,30,0.2,21,4,0.19047619047619047,0.13333333333333333,0.20155038759689922,0.9523809523809523
bl_span_practical__ni_k2_r4,2024-04-08_22-49-18,150,12,0.08,32,2,0.0625,0.16666666666666666,0.0847457627118644,0.7812499999999999
bl_span_practical__ni_k2_r4,2024-09-02_14-10-41,150,9,0.06,25,0,0.0,0.0,0.072,0.0
bl_span_practical__ni_k2_r4,2024-09-04_19-52-57,150,7,0.04666666666666667,32,0,0.0,0.0,0.059322033898305086,0.0
bl_span_practical__ni_k2_r4,2024-09-05_13-25-10,150,37,0.24666666666666667,14,1,0.07142857142857142,0.02702702702702703,0.2647058823529412,0.28957528957528955
bl_span_practical__ni_k3_r1,2024-02-15_20-07-54,150,15,0.1,59,0,0.0,0.0,0.16483516483516483,0.0
bl_span_practical__ni_k3_r1,2024-02-15_21-40-43,150,11,0.07333333333333333,20,1,0.05,0.09090909090909091,0.07692307692307693,0.6818181818181819
bl_span_practical__ni_k3_r1,2024-02-15_21-57-38,150,10,0.06666666666666667,47,1,0.02127659574468085,0.1,0.08737864077669903,0.3191489361702128
bl_span_practical__ni_k3_r1,2024-02-17_21-44-37,150,12,0.08,47,3,0.06382978723404255,0.25,0.08737864077669903,0.7978723404255319
bl_span_practical__ni_k3_r1,2024-02-17_22-33-45,300,22,0.07333333333333333,82,3,0.036585365853658534,0.13636363636363635,0.0871559633027523,0.49889135254988914
bl_span_practical__ni_k3_r1,2024-02-22_11-58-09,150,3,0.02,13,1,0.07692307692307693,0.3333333333333333,0.014598540145985401,3.846153846153846
bl_span_practical__ni_k3_r1,2024-03-11_22-23-29,150,16,0.10666666666666667,21,3,0.14285714285714285,0.1875,0.10077519379844961,1.3392857142857142
bl_span_practical__ni_k3_r1,2024-04-08_22-49-18,150,4,0.02666666666666667,32,1,0.03125,0.25,0.025423728813559324,1.171875
bl_span_practical__ni_k3_r1,2024-09-02_14-10-41,150,9,0.06,25,0,0.0,0.0,0.072,0.0
bl_span_practical__ni_k3_r1,2024-09-04_19-52-57,150,7,0.04666666666666667,32,0,0.0,0.0,0.059322033898305086,0.0
bl_span_practical__ni_k3_r1,2024-09-05_13-25-10,150,37,0.24666666666666667,14,1,0.07142857142857142,0.02702702702702703,0.2647058823529412,0.28957528957528955
bl_span_practical__ni_k3_r2,2024-02-15_20-07-54,150,21,0.14,59,0,0.0,0.0,0.23076923076923078,0.0
bl_span_practical__ni_k3_r2,2024-02-15_21-40-43,150,11,0.07333333333333333,20,1,0.05,0.09090909090909091,0.07692307692307693,0.6818181818181819
bl_span_practical__ni_k3_r2,2024-02-15_21-57-38,150,14,0.09333333333333334,47,3,0.06382978723404255,0.21428571428571427,0.10679611650485436,0.6838905775075987
bl_span_practical__ni_k3_r2,2024-02-17_21-44-37,150,12,0.08,47,3,0.06382978723404255,0.25,0.08737864077669903,0.7978723404255319
bl_span_practical__ni_k3_r2,2024-02-17_22-33-45,300,27,0.09,82,3,0.036585365853658534,0.1111111111111111,0.11009174311926606,0.4065040650406504
bl_span_practical__ni_k3_r2,2024-02-22_11-58-09,150,3,0.02,13,1,0.07692307692307693,0.3333333333333333,0.014598540145985401,3.846153846153846
bl_span_practical__ni_k3_r2,2024-03-11_22-23-29,150,16,0.10666666666666667,21,3,0.14285714285714285,0.1875,0.10077519379844961,1.3392857142857142
bl_span_practical__ni_k3_r2,2024-04-08_22-49-18,150,4,0.02666666666666667,32,1,0.03125,0.25,0.025423728813559324,1.171875
bl_span_practical__ni_k3_r2,2024-09-02_14-10-41,150,9,0.06,25,0,0.0,0.0,0.072,0.0
bl_span_practical__ni_k3_r2,2024-09-04_19-52-57,150,7,0.04666666666666667,32,0,0.0,0.0,0.059322033898305086,0.0
bl_span_practical__ni_k3_r2,2024-09-05_13-25-10,150,37,0.24666666666666667,14,1,0.07142857142857142,0.02702702702702703,0.2647058823529412,0.28957528957528955
bl_span_practical__ni_k3_r4,2024-02-15_20-07-54,150,33,0.22,59,4,0.06779661016949153,0.12121212121212122,0.31868131868131866,0.30816640986132515
bl_span_practical__ni_k3_r4,2024-02-15_21-40-43,150,11,0.07333333333333333,20,1,0.05,0.09090909090909091,0.07692307692307693,0.6818181818181819
bl_span_practical__ni_k3_r4,2024-02-15_21-57-38,150,21,0.14,47,3,0.06382978723404255,0.14285714285714285,0.17475728155339806,0.4559270516717325
bl_span_practical__ni_k3_r4,2024-02-17_21-44-37,150,12,0.08,47,3,0.06382978723404255,0.25,0.08737864077669903,0.7978723404255319
bl_span_practical__ni_k3_r4,2024-02-17_22-33-45,300,35,0.11666666666666667,82,3,0.036585365853658534,0.08571428571428572,0.14678899082568808,0.31358885017421606
bl_span_practical__ni_k3_r4,2024-02-22_11-58-09,150,3,0.02,13,1,0.07692307692307693,0.3333333333333333,0.014598540145985401,3.846153846153846
bl_span_practical__ni_k3_r4,2024-03-11_22-23-29,150,16,0.10666666666666667,21,3,0.14285714285714285,0.1875,0.10077519379844961,1.3392857142857142
bl_span_practical__ni_k3_r4,2024-04-08_22-49-18,150,4,0.02666666666666667,32,1,0.03125,0.25,0.025423728813559324,1.171875
bl_span_practical__ni_k3_r4,2024-09-02_14-10-41,150,9,0.06,25,0,0.0,0.0,0.072,0.0
bl_span_practical__ni_k3_r4,2024-09-04_19-52-57,150,7,0.04666666666666667,32,0,0.0,0.0,0.059322033898305086,0.0
bl_span_practical__ni_k3_r4,2024-09-05_13-25-10,150,37,0.24666666666666667,14,1,0.07142857142857142,0.02702702702702703,0.2647058823529412,0.28957528957528955
bl_span_practical__ni_k5_r1,2024-02-15_20-07-54,150,9,0.06,59,0,0.0,0.0,0.0989010989010989,0.0
bl_span_practical__ni_k5_r1,2024-02-15_21-40-43,150,11,0.07333333333333333,20,1,0.05,0.09090909090909091,0.07692307692307693,0.6818181818181819
bl_span_practical__ni_k5_r1,2024-02-15_21-57-38,150,6,0.04,47,0,0.0,0.0,0.05825242718446602,0.0
bl_span_practical__ni_k5_r1,2024-02-17_21-44-37,150,12,0.08,47,3,0.06382978723404255,0.25,0.08737864077669903,0.7978723404255319
bl_span_practical__ni_k5_r1,2024-02-17_22-33-45,300,17,0.056666666666666664,82,3,0.036585365853658534,0.17647058823529413,0.06422018348623854,0.6456241032998566
bl_span_practical__ni_k5_r1,2024-02-22_11-58-09,150,3,0.02,13,1,0.07692307692307693,0.3333333333333333,0.014598540145985401,3.846153846153846
bl_span_practical__ni_k5_r1,2024-03-11_22-23-29,150,16,0.10666666666666667,21,3,0.14285714285714285,0.1875,0.10077519379844961,1.3392857142857142
bl_span_practical__ni_k5_r1,2024-04-08_22-49-18,150,4,0.02666666666666667,32,1,0.03125,0.25,0.025423728813559324,1.171875
bl_span_practical__ni_k5_r1,2024-09-02_14-10-41,150,9,0.06,25,0,0.0,0.0,0.072,0.0
bl_span_practical__ni_k5_r1,2024-09-04_19-52-57,150,7,0.04666666666666667,32,0,0.0,0.0,0.059322033898305086,0.0
bl_span_practical__ni_k5_r1,2024-09-05_13-25-10,150,37,0.24666666666666667,14,1,0.07142857142857142,0.02702702702702703,0.2647058823529412,0.28957528957528955
bl_span_practical__ni_k5_r2,2024-02-15_20-07-54,150,9,0.06,59,0,0.0,0.0,0.0989010989010989,0.0
bl_span_practical__ni_k5_r2,2024-02-15_21-40-43,150,11,0.07333333333333333,20,1,0.05,0.09090909090909091,0.07692307692307693,0.6818181818181819
bl_span_practical__ni_k5_r2,2024-02-15_21-57-38,150,6,0.04,47,0,0.0,0.0,0.05825242718446602,0.0
bl_span_practical__ni_k5_r2,2024-02-17_21-44-37,150,12,0.08,47,3,0.06382978723404255,0.25,0.08737864077669903,0.7978723404255319
bl_span_practical__ni_k5_r2,2024-02-17_22-33-45,300,17,0.056666666666666664,82,3,0.036585365853658534,0.17647058823529413,0.06422018348623854,0.6456241032998566
bl_span_practical__ni_k5_r2,2024-02-22_11-58-09,150,3,0.02,13,1,0.07692307692307693,0.3333333333333333,0.014598540145985401,3.846153846153846
bl_span_practical__ni_k5_r2,2024-03-11_22-23-29,150,16,0.10666666666666667,21,3,0.14285714285714285,0.1875,0.10077519379844961,1.3392857142857142
bl_span_practical__ni_k5_r2,2024-04-08_22-49-18,150,4,0.02666666666666667,32,1,0.03125,0.25,0.025423728813559324,1.171875
bl_span_practical__ni_k5_r2,2024-09-02_14-10-41,150,9,0.06,25,0,0.0,0.0,0.072,0.0
bl_span_practical__ni_k5_r2,2024-09-04_19-52-57,150,7,0.04666666666666667,32,0,0.0,0.0,0.059322033898305086,0.0
bl_span_practical__ni_k5_r2,2024-09-05_13-25-10,150,37,0.24666666666666667,14,1,0.07142857142857142,0.02702702702702703,0.2647058823529412,0.28957528957528955
bl_span_practical__ni_k5_r4,2024-02-15_20-07-54,150,9,0.06,59,0,0.0,0.0,0.0989010989010989,0.0
bl_span_practical__ni_k5_r4,2024-02-15_21-40-43,150,11,0.07333333333333333,20,1,0.05,0.09090909090909091,0.07692307692307693,0.6818181818181819
bl_span_practical__ni_k5_r4,2024-02-15_21-57-38,150,6,0.04,47,0,0.0,0.0,0.05825242718446602,0.0
bl_span_practical__ni_k5_r4,2024-02-17_21-44-37,150,12,0.08,47,3,0.06382978723404255,0.25,0.08737864077669903,0.7978723404255319
bl_span_practical__ni_k5_r4,2024-02-17_22-33-45,300,17,0.056666666666666664,82,3,0.036585365853658534,0.17647058823529413,0.06422018348623854,0.6456241032998566
bl_span_practical__ni_k5_r4,2024-02-22_11-58-09,150,3,0.02,13,1,0.07692307692307693,0.3333333333333333,0.014598540145985401,3.846153846153846
bl_span_practical__ni_k5_r4,2024-03-11_22-23-29,150,16,0.10666666666666667,21,3,0.14285714285714285,0.1875,0.10077519379844961,1.3392857142857142
bl_span_practical__ni_k5_r4,2024-04-08_22-49-18,150,4,0.02666666666666667,32,1,0.03125,0.25,0.025423728813559324,1.171875
bl_span_practical__ni_k5_r4,2024-09-02_14-10-41,150,9,0.06,25,0,0.0,0.0,0.072,0.0
bl_span_practical__ni_k5_r4,2024-09-04_19-52-57,150,7,0.04666666666666667,32,0,0.0,0.0,0.059322033898305086,0.0
bl_span_practical__ni_k5_r4,2024-09-05_13-25-10,150,37,0.24666666666666667,14,1,0.07142857142857142,0.02702702702702703,0.2647058823529412,0.28957528957528955
bl_span_comfortable__ni_k2_r1,2024-02-15_20-07-54,150,22,0.14666666666666667,59,0,0.0,0.0,0.24175824175824176,0.0
bl_span_comfortable__ni_k2_r1,2024-02-15_21-40-43,150,18,0.12,20,2,0.1,0.1111111111111111,0.12307692307692308,0.8333333333333333
bl_span_comfortable__ni_k2_r1,2024-02-15_21-57-38,150,35,0.23333333333333334,47,2,0.0425531914893617,0.05714285714285714,0.32038834951456313,0.18237082066869298
bl_span_comfortable__ni_k2_r1,2024-02-17_21-44-37,150,26,0.17333333333333334,47,6,0.1276595744680851,0.23076923076923078,0.1941747572815534,0.7364975450081833
bl_span_comfortable__ni_k2_r1,2024-02-17_22-33-45,300,56,0.18666666666666668,82,6,0.07317073170731707,0.10714285714285714,0.22935779816513763,0.39198606271777003
bl_span_comfortable__ni_k2_r1,2024-02-22_11-58-09,150,14,0.09333333333333334,13,1,0.07692307692307693,0.07142857142857142,0.0948905109489051,0.8241758241758241
bl_span_comfortable__ni_k2_r1,2024-03-11_22-23-29,150,31,0.20666666666666667,21,4,0.19047619047619047,0.12903225806451613,0.20930232558139536,0.9216589861751151
bl_span_comfortable__ni_k2_r1,2024-04-08_22-49-18,150,15,0.1,32,3,0.09375,0.2,0.1016949152542373,0.9375
bl_span_comfortable__ni_k2_r1,2024-09-02_14-10-41,150,10,0.06666666666666667,25,0,0.0,0.0,0.08,0.0
bl_span_comfortable__ni_k2_r1,2024-09-04_19-52-57,150,26,0.17333333333333334,32,1,0.03125,0.038461538461538464,0.211864406779661,0.18028846153846154
bl_span_comfortable__ni_k2_r1,2024-09-05_13-25-10,150,39,0.26,14,1,0.07142857142857142,0.02564102564102564,0.27941176470588236,0.2747252747252747
bl_span_comfortable__ni_k2_r2,2024-02-15_20-07-54,150,29,0.19333333333333333,59,1,0.01694915254237288,0.034482758620689655,0.3076923076923077,0.08766803039158387
bl_span_comfortable__ni_k2_r2,2024-02-15_21-40-43,150,22,0.14666666666666667,20,2,0.1,0.09090909090909091,0.15384615384615385,0.6818181818181819
bl_span_comfortable__ni_k2_r2,2024-02-15_21-57-38,150,46,0.30666666666666664,47,4,0.0851063829787234,0.08695652173913043,0.4077669902912621,0.27752081406105455
bl_span_comfortable__ni_k2_r2,2024-02-17_21-44-37,150,30,0.2,47,7,0.14893617021276595,0.23333333333333334,0.22330097087378642,0.7446808510638298
bl_span_comfortable__ni_k2_r2,2024-02-17_22-33-45,300,69,0.23,82,6,0.07317073170731707,0.08695652173913043,0.2889908256880734,0.3181336161187699
bl_span_comfortable__ni_k2_r2,2024-02-22_11-58-09,150,16,0.10666666666666667,13,1,0.07692307692307693,0.0625,0.10948905109489052,0.7211538461538461
bl_span_comfortable__ni_k2_r2,2024-03-11_22-23-29,150,34,0.22666666666666666,21,5,0.23809523809523808,0.14705882352941177,0.2248062015503876,1.050420168067227
bl_span_comfortable__ni_k2_r2,2024-04-08_22-49-18,150,17,0.11333333333333333,32,4,0.125,0.23529411764705882,0.11016949152542373,1.102941176470588
bl_span_comfortable__ni_k2_r2,2024-09-02_14-10-41,150,10,0.06666666666666667,25,0,0.0,0.0,0.08,0.0
bl_span_comfortable__ni_k2_r2,2024-09-04_19-52-57,150,26,0.17333333333333334,32,1,0.03125,0.038461538461538464,0.211864406779661,0.18028846153846154
bl_span_comfortable__ni_k2_r2,2024-09-05_13-25-10,150,39,0.26,14,1,0.07142857142857142,0.02564102564102564,0.27941176470588236,0.2747252747252747
bl_span_comfortable__ni_k2_r4,2024-02-15_20-07-54,150,43,0.2866666666666667,59,5,0.0847457627118644,0.11627906976744186,0.4175824175824176,0.29562475364603863
bl_span_comfortable__ni_k2_r4,2024-02-15_21-40-43,150,26,0.17333333333333334,20,2,0.1,0.07692307692307693,0.18461538461538463,0.576923076923077
bl_span_comfortable__ni_k2_r4,2024-02-15_21-57-38,150,65,0.43333333333333335,47,5,0.10638297872340426,0.07692307692307693,0.5825242718446602,0.24549918166939444
bl_span_comfortable__ni_k2_r4,2024-02-17_21-44-37,150,35,0.23333333333333334,47,7,0.14893617021276595,0.2,0.27184466019417475,0.6382978723404256
bl_span_comfortable__ni_k2_r4,2024-02-17_22-33-45,300,91,0.30333333333333334,82,7,0.08536585365853659,0.07692307692307693,0.3853211009174312,0.2814258911819888
bl_span_comfortable__ni_k2_r4,2024-02-22_11-58-09,150,20,0.13333333333333333,13,1,0.07692307692307693,0.05,0.1386861313868613,0.576923076923077
bl_span_comfortable__ni_k2_r4,2024-03-11_22-23-29,150,40,0.26666666666666666,21,5,0.23809523809523808,0.125,0.2713178294573643,0.8928571428571428
bl_span_comfortable__ni_k2_r4,2024-04-08_22-49-18,150,20,0.13333333333333333,32,4,0.125,0.2,0.13559322033898305,0.9375
bl_span_comfortable__ni_k2_r4,2024-09-02_14-10-41,150,10,0.06666666666666667,25,0,0.0,0.0,0.08,0.0
bl_span_comfortable__ni_k2_r4,2024-09-04_19-52-57,150,26,0.17333333333333334,32,1,0.03125,0.038461538461538464,0.211864406779661,0.18028846153846154
bl_span_comfortable__ni_k2_r4,2024-09-05_13-25-10,150,39,0.26,14,1,0.07142857142857142,0.02564102564102564,0.27941176470588236,0.2747252747252747
bl_span_comfortable__ni_k3_r1,2024-02-15_20-07-54,150,17,0.11333333333333333,59,0,0.0,0.0,0.18681318681318682,0.0
bl_span_comfortable__ni_k3_r1,2024-02-15_21-40-43,150,16,0.10666666666666667,20,2,0.1,0.125,0.1076923076923077,0.9375
bl_span_comfortable__ni_k3_r1,2024-02-15_21-57-38,150,27,0.18,47,2,0.0425531914893617,0.07407407407407407,0.24271844660194175,0.23640661938534277
bl_span_comfortable__ni_k3_r1,2024-02-17_21-44-37,150,20,0.13333333333333333,47,4,0.0851063829787234,0.2,0.1553398058252427,0.6382978723404256
bl_span_comfortable__ni_k3_r1,2024-02-17_22-33-45,300,40,0.13333333333333333,82,5,0.06097560975609756,0.125,0.16055045871559634,0.4573170731707317
bl_span_comfortable__ni_k3_r1,2024-02-22_11-58-09,150,12,0.08,13,1,0.07692307692307693,0.08333333333333333,0.08029197080291971,0.9615384615384615
bl_span_comfortable__ni_k3_r1,2024-03-11_22-23-29,150,27,0.18,21,4,0.19047619047619047,0.14814814814814814,0.17829457364341086,1.0582010582010581
bl_span_comfortable__ni_k3_r1,2024-04-08_22-49-18,150,13,0.08666666666666667,32,3,0.09375,0.23076923076923078,0.0847457627118644,1.0817307692307692
bl_span_comfortable__ni_k3_r1,2024-09-02_14-10-41,150,10,0.06666666666666667,25,0,0.0,0.0,0.08,0.0
bl_span_comfortable__ni_k3_r1,2024-09-04_19-52-57,150,26,0.17333333333333334,32,1,0.03125,0.038461538461538464,0.211864406779661,0.18028846153846154
bl_span_comfortable__ni_k3_r1,2024-09-05_13-25-10,150,39,0.26,14,1,0.07142857142857142,0.02564102564102564,0.27941176470588236,0.2747252747252747
bl_span_comfortable__ni_k3_r2,2024-02-15_20-07-54,150,23,0.15333333333333332,59,0,0.0,0.0,0.25274725274725274,0.0
bl_span_comfortable__ni_k3_r2,2024-02-15_21-40-43,150,16,0.10666666666666667,20,2,0.1,0.125,0.1076923076923077,0.9375
bl_span_comfortable__ni_k3_r2,2024-02-15_21-57-38,150,30,0.2,47,4,0.0851063829787234,0.13333333333333333,0.2524271844660194,0.42553191489361697
bl_span_comfortable__ni_k3_r2,2024-02-17_21-44-37,150,20,0.13333333333333333,47,4,0.0851063829787234,0.2,0.1553398058252427,0.6382978723404256
bl_span_comfortable__ni_k3_r2,2024-02-17_22-33-45,300,45,0.15,82,5,0.06097560975609756,0.1111111111111111,0.1834862385321101,0.4065040650406504
bl_span_comfortable__ni_k3_r2,2024-02-22_11-58-09,150,12,0.08,13,1,0.07692307692307693,0.08333333333333333,0.08029197080291971,0.9615384615384615
bl_span_comfortable__ni_k3_r2,2024-03-11_22-23-29,150,27,0.18,21,4,0.19047619047619047,0.14814814814814814,0.17829457364341086,1.0582010582010581
bl_span_comfortable__ni_k3_r2,2024-04-08_22-49-18,150,13,0.08666666666666667,32,3,0.09375,0.23076923076923078,0.0847457627118644,1.0817307692307692
bl_span_comfortable__ni_k3_r2,2024-09-02_14-10-41,150,10,0.06666666666666667,25,0,0.0,0.0,0.08,0.0
bl_span_comfortable__ni_k3_r2,2024-09-04_19-52-57,150,26,0.17333333333333334,32,1,0.03125,0.038461538461538464,0.211864406779661,0.18028846153846154
bl_span_comfortable__ni_k3_r2,2024-09-05_13-25-10,150,39,0.26,14,1,0.07142857142857142,0.02564102564102564,0.27941176470588236,0.2747252747252747
bl_span_comfortable__ni_k3_r4,2024-02-15_20-07-54,150,35,0.23333333333333334,59,4,0.06779661016949153,0.11428571428571428,0.34065934065934067,0.29055690072639223
bl_span_comfortable__ni_k3_r4,2024-02-15_21-40-43,150,16,0.10666666666666667,20,2,0.1,0.125,0.1076923076923077,0.9375
bl_span_comfortable__ni_k3_r4,2024-02-15_21-57-38,150,35,0.23333333333333334,47,4,0.0851063829787234,0.11428571428571428,0.30097087378640774,0.36474164133738596
bl_span_comfortable__ni_k3_r4,2024-02-17_21-44-37,150,20,0.13333333333333333,47,4,0.0851063829787234,0.2,0.1553398058252427,0.6382978723404256
bl_span_comfortable__ni_k3_r4,2024-02-17_22-33-45,300,53,0.17666666666666667,82,5,0.06097560975609756,0.09433962264150944,0.22018348623853212,0.34514496088357116
bl_span_comfortable__ni_k3_r4,2024-02-22_11-58-09,150,12,0.08,13,1,0.07692307692307693,0.08333333333333333,0.08029197080291971,0.9615384615384615
bl_span_comfortable__ni_k3_r4,2024-03-11_22-23-29,150,27,0.18,21,4,0.19047619047619047,0.14814814814814814,0.17829457364341086,1.0582010582010581
bl_span_comfortable__ni_k3_r4,2024-04-08_22-49-18,150,13,0.08666666666666667,32,3,0.09375,0.23076923076923078,0.0847457627118644,1.0817307692307692
bl_span_comfortable__ni_k3_r4,2024-09-02_14-10-41,150,10,0.06666666666666667,25,0,0.0,0.0,0.08,0.0
bl_span_comfortable__ni_k3_r4,2024-09-04_19-52-57,150,26,0.17333333333333334,32,1,0.03125,0.038461538461538464,0.211864406779661,0.18028846153846154
bl_span_comfortable__ni_k3_r4,2024-09-05_13-25-10,150,39,0.26,14,1,0.07142857142857142,0.02564102564102564,0.27941176470588236,0.2747252747252747
bl_span_comfortable__ni_k5_r1,2024-02-15_20-07-54,150,11,0.07333333333333333,59,0,0.0,0.0,0.12087912087912088,0.0
bl_span_comfortable__ni_k5_r1,2024-02-15_21-40-43,150,16,0.10666666666666667,20,2,0.1,0.125,0.1076923076923077,0.9375
bl_span_comfortable__ni_k5_r1,2024-02-15_21-57-38,150,23,0.15333333333333332,47,1,0.02127659574468085,0.043478260869565216,0.21359223300970873,0.13876040703052728
bl_span_comfortable__ni_k5_r1,2024-02-17_21-44-37,150,20,0.13333333333333333,47,4,0.0851063829787234,0.2,0.1553398058252427,0.6382978723404256
bl_span_comfortable__ni_k5_r1,2024-02-17_22-33-45,300,36,0.12,82,5,0.06097560975609756,0.1388888888888889,0.14220183486238533,0.508130081300813
bl_span_comfortable__ni_k5_r1,2024-02-22_11-58-09,150,12,0.08,13,1,0.07692307692307693,0.08333333333333333,0.08029197080291971,0.9615384615384615
bl_span_comfortable__ni_k5_r1,2024-03-11_22-23-29,150,27,0.18,21,4,0.19047619047619047,0.14814814814814814,0.17829457364341086,1.0582010582010581
bl_span_comfortable__ni_k5_r1,2024-04-08_22-49-18,150,13,0.08666666666666667,32,3,0.09375,0.23076923076923078,0.0847457627118644,1.0817307692307692
bl_span_comfortable__ni_k5_r1,2024-09-02_14-10-41,150,10,0.06666666666666667,25,0,0.0,0.0,0.08,0.0
bl_span_comfortable__ni_k5_r1,2024-09-04_19-52-57,150,26,0.17333333333333334,32,1,0.03125,0.038461538461538464,0.211864406779661,0.18028846153846154
bl_span_comfortable__ni_k5_r1,2024-09-05_13-25-10,150,39,0.26,14,1,0.07142857142857142,0.02564102564102564,0.27941176470588236,0.2747252747252747
bl_span_comfortable__ni_k5_r2,2024-02-15_20-07-54,150,11,0.07333333333333333,59,0,0.0,0.0,0.12087912087912088,0.0
bl_span_comfortable__ni_k5_r2,2024-02-15_21-40-43,150,16,0.10666666666666667,20,2,0.1,0.125,0.1076923076923077,0.9375
bl_span_comfortable__ni_k5_r2,2024-02-15_21-57-38,150,23,0.15333333333333332,47,1,0.02127659574468085,0.043478260869565216,0.21359223300970873,0.13876040703052728
bl_span_comfortable__ni_k5_r2,2024-02-17_21-44-37,150,20,0.13333333333333333,47,4,0.0851063829787234,0.2,0.1553398058252427,0.6382978723404256
bl_span_comfortable__ni_k5_r2,2024-02-17_22-33-45,300,36,0.12,82,5,0.06097560975609756,0.1388888888888889,0.14220183486238533,0.508130081300813
bl_span_comfortable__ni_k5_r2,2024-02-22_11-58-09,150,12,0.08,13,1,0.07692307692307693,0.08333333333333333,0.08029197080291971,0.9615384615384615
bl_span_comfortable__ni_k5_r2,2024-03-11_22-23-29,150,27,0.18,21,4,0.19047619047619047,0.14814814814814814,0.17829457364341086,1.0582010582010581
bl_span_comfortable__ni_k5_r2,2024-04-08_22-49-18,150,13,0.08666666666666667,32,3,0.09375,0.23076923076923078,0.0847457627118644,1.0817307692307692
bl_span_comfortable__ni_k5_r2,2024-09-02_14-10-41,150,10,0.06666666666666667,25,0,0.0,0.0,0.08,0.0
bl_span_comfortable__ni_k5_r2,2024-09-04_19-52-57,150,26,0.17333333333333334,32,1,0.03125,0.038461538461538464,0.211864406779661,0.18028846153846154
bl_span_comfortable__ni_k5_r2,2024-09-05_13-25-10,150,39,0.26,14,1,0.07142857142857142,0.02564102564102564,0.27941176470588236,0.2747252747252747
bl_span_comfortable__ni_k5_r4,2024-02-15_20-07-54,150,11,0.07333333333333333,59,0,0.0,0.0,0.12087912087912088,0.0
bl_span_comfortable__ni_k5_r4,2024-02-15_21-40-43,150,16,0.10666666666666667,20,2,0.1,0.125,0.1076923076923077,0.9375
bl_span_comfortable__ni_k5_r4,2024-02-15_21-57-38,150,23,0.15333333333333332,47,1,0.02127659574468085,0.043478260869565216,0.21359223300970873,0.13876040703052728
bl_span_comfortable__ni_k5_r4,2024-02-17_21-44-37,150,20,0.13333333333333333,47,4,0.0851063829787234,0.2,0.1553398058252427,0.6382978723404256
bl_span_comfortable__ni_k5_r4,2024-02-17_22-33-45,300,36,0.12,82,5,0.06097560975609756,0.1388888888888889,0.14220183486238533,0.508130081300813
bl_span_comfortable__ni_k5_r4,2024-02-22_11-58-09,150,12,0.08,13,1,0.07692307692307693,0.08333333333333333,0.08029197080291971,0.9615384615384615
bl_span_comfortable__ni_k5_r4,2024-03-11_22-23-29,150,27,0.18,21,4,0.19047619047619047,0.14814814814814814,0.17829457364341086,1.0582010582010581
